Date,isMainSleep,logId,efficiency,startTime,duration,minutesToFallAsleep,minutesAsleep,minutesAwake,minutesAfterWakeup,awakeningsCount,awakeCount,awakeDuration,restlessCount,restlessDuration,timeInBed,minuteDataDateTime,minuteDataValue
2/21/2016,FALSE,747,92,6:03 PM,8340,70,638,960,115,0,94,115,7,99,586,5:56 PM,1101
2/22/2016,FALSE,748,66,10:24 AM,6272,96,918,91,39,0,89,117,21,24,602,11:30 AM,626
2/23/2016,TRUE,749,19,12:22 PM,7569,27,1093,673,75,0,45,62,56,44,418,10:58 AM,494
2/24/2016,TRUE,750,99,2:44 AM,450,98,1080,1112,113,0,118,90,2,29,306,6:02 PM,790
2/25/2016,FALSE,751,38,2:38 PM,388,44,213,1063,69,0,43,19,96,105,426,9:32 AM,1142
2/26/2016,TRUE,752,68,5:49 PM,7188,27,37,1149,94,0,16,103,88,93,657,10:36 PM,215
2/27/2016,FALSE,753,74,5:58 PM,1145,9,17,332,62,0,44,117,113,52,1138,3:11 AM,1015
2/28/2016,FALSE,754,26,8:47 AM,7537,111,1186,961,14,0,85,54,110,48,653,3:25 PM,482
2/29/2016,TRUE,755,63,5:25 PM,4417,92,193,289,45,0,23,52,12,35,50,1:54 AM,706
3/1/2016,FALSE,756,66,11:09 AM,6096,59,488,1126,69,0,51,84,46,96,566,11:32 PM,882
3/2/2016,FALSE,757,16,5:33 PM,3420,7,297,1045,93,0,22,99,114,46,1179,2:21 AM,755
3/3/2016,FALSE,758,51,12:51 AM,9964,104,963,1175,118,0,74,106,94,93,853,1:38 PM,506
3/4/2016,FALSE,759,51,5:16 PM,3688,57,48,311,2,0,84,107,29,85,723,12:44 PM,546
3/5/2016,FALSE,760,76,5:04 PM,6850,94,853,542,79,0,83,20,77,105,770,1:34 PM,334
3/6/2016,TRUE,761,68,8:07 AM,5619,110,639,834,93,0,43,88,49,40,753,3:16 AM,500
3/7/2016,FALSE,762,28,3:15 AM,4332,87,935,1008,6,0,10,43,55,111,650,9:17 PM,1123
3/8/2016,TRUE,763,42,5:04 PM,4441,75,267,296,108,0,65,89,63,64,874,9:49 PM,769
3/9/2016,FALSE,764,22,9:04 AM,3821,102,493,1141,69,0,75,114,49,65,700,4:50 PM,215
3/10/2016,TRUE,765,44,10:27 PM,5800,102,1094,808,18,0,56,5,57,82,94,9:29 PM,988
3/11/2016,TRUE,766,16,6:06 PM,9899,102,802,784,25,0,34,110,1,19,313,9:16 PM,316
3/12/2016,TRUE,767,86,10:08 PM,5738,27,1199,162,112,0,12,24,29,114,1117,2:54 AM,751
3/13/2016,TRUE,768,47,2:00 AM,5300,73,554,1082,33,0,8,36,8,1,887,7:12 PM,561
3/14/2016,FALSE,769,80,5:43 AM,3046,54,1150,426,25,0,114,107,68,80,726,7:21 AM,842
3/15/2016,TRUE,770,87,8:47 PM,6002,109,123,402,54,0,91,97,87,7,62,6:24 PM,168
3/16/2016,TRUE,771,56,7:54 PM,9398,86,984,596,73,0,105,0,85,47,567,6:03 AM,751
3/17/2016,TRUE,772,35,12:56 PM,7771,20,719,519,67,0,91,101,84,70,409,11:00 AM,645
3/18/2016,FALSE,773,4,7:49 PM,7420,109,953,665,75,0,120,61,52,30,819,1:34 PM,978
3/19/2016,TRUE,774,20,1:11 AM,776,59,688,19,80,0,66,11,28,1,471,4:07 AM,1135
3/20/2016,TRUE,775,86,8:15 PM,2950,93,413,869,54,0,22,106,92,3,711,9:15 PM,789
3/21/2016,FALSE,776,65,8:03 PM,8330,83,459,739,90,0,9,23,91,38,4,11:49 AM,614
3/22/2016,FALSE,777,51,3:19 AM,6790,1,601,95,112,0,21,16,43,86,722,8:39 PM,597
3/23/2016,TRUE,778,25,9:01 AM,4920,5,973,1013,80,0,95,110,106,13,920,5:08 AM,1033
3/24/2016,TRUE,779,74,8:00 PM,964,76,872,1089,116,0,29,34,37,85,1148,9:29 AM,118
3/25/2016,FALSE,780,73,2:45 AM,3590,63,866,202,24,0,58,38,54,48,1071,9:34 AM,485
3/26/2016,TRUE,781,5,6:57 AM,2377,63,364,340,11,0,12,109,24,93,1120,1:57 AM,387
3/27/2016,FALSE,782,1,10:39 AM,8541,20,786,89,101,0,107,89,5,30,460,2:44 AM,247
3/28/2016,TRUE,783,57,4:49 PM,7549,94,675,858,48,0,112,113,28,89,244,8:40 AM,850
3/29/2016,FALSE,784,40,8:38 PM,311,89,222,855,13,0,100,60,63,37,1129,9:19 AM,940
3/30/2016,FALSE,785,51,1:31 AM,1640,79,886,94,49,0,88,64,78,113,620,8:53 AM,427
3/31/2016,FALSE,786,75,10:05 PM,9473,107,212,720,93,0,25,41,43,63,178,2:49 AM,762
4/1/2016,TRUE,787,11,10:13 PM,6525,52,763,480,43,0,8,97,27,23,91,9:43 AM,196
4/2/2016,TRUE,788,26,9:01 PM,5204,59,864,227,31,0,83,42,2,115,299,9:13 PM,282
4/3/2016,FALSE,789,93,10:02 PM,1280,96,44,643,117,0,60,120,60,7,713,3:59 PM,913
4/4/2016,FALSE,790,5,11:57 PM,6234,99,156,823,80,0,120,111,83,102,195,11:15 PM,790
4/5/2016,TRUE,791,27,4:56 AM,6740,72,718,23,100,0,86,17,64,72,239,3:13 AM,310
4/6/2016,TRUE,792,76,8:12 AM,8738,68,640,1149,35,0,20,4,48,89,814,5:35 PM,907
4/7/2016,TRUE,793,63,9:44 AM,3610,112,1038,353,8,0,75,41,55,118,1192,5:55 PM,402
4/8/2016,FALSE,794,2,12:19 AM,7426,11,941,850,92,0,71,55,107,32,234,10:07 AM,745
4/9/2016,FALSE,795,72,9:10 AM,6220,23,435,523,110,0,47,117,94,26,369,11:10 PM,589
4/10/2016,FALSE,796,63,8:04 AM,8714,102,840,227,82,0,116,120,66,36,361,11:50 AM,449
4/11/2016,FALSE,797,69,6:08 PM,5927,47,254,1168,101,0,66,2,97,75,745,10:36 AM,519
4/12/2016,FALSE,798,95,7:50 AM,66,29,858,84,67,0,84,94,75,22,484,9:15 AM,616
4/13/2016,FALSE,799,64,6:13 PM,8723,72,388,573,32,0,82,64,85,12,869,3:31 PM,995
4/14/2016,TRUE,800,29,4:21 PM,1501,3,549,1042,51,0,8,74,5,51,196,8:21 PM,831
4/15/2016,FALSE,801,29,11:37 AM,3658,7,849,28,120,0,105,77,35,24,363,10:50 PM,893
4/16/2016,TRUE,802,39,4:15 PM,6988,61,818,1154,69,0,9,11,101,38,1077,12:52 PM,912
4/17/2016,FALSE,803,60,12:25 PM,3383,105,599,254,86,0,116,6,81,94,920,1:30 AM,594
4/18/2016,FALSE,804,92,3:32 PM,208,20,341,1024,29,0,79,92,116,100,629,10:27 PM,943
4/19/2016,TRUE,805,100,10:20 AM,1191,20,1089,603,21,0,23,98,36,34,742,6:09 AM,388
4/20/2016,TRUE,806,58,7:25 AM,4907,55,370,504,72,0,13,93,13,22,1022,6:26 PM,201
4/21/2016,FALSE,807,82,2:52 PM,2226,22,1078,98,5,0,62,33,106,104,404,11:57 AM,307
4/22/2016,TRUE,808,76,11:16 AM,8700,61,308,278,41,0,93,94,21,74,82,2:25 AM,1033
4/23/2016,TRUE,809,68,4:49 AM,4950,22,285,845,73,0,101,10,65,23,149,7:52 AM,812
4/24/2016,FALSE,810,94,10:26 AM,7859,54,704,495,49,0,13,14,57,89,1054,9:17 PM,719
4/25/2016,TRUE,811,14,10:54 PM,3617,36,1157,959,40,0,15,89,82,39,1153,7:55 AM,587
4/26/2016,TRUE,812,26,3:39 PM,9355,15,1113,474,71,0,100,3,96,54,979,1:46 PM,892
4/27/2016,TRUE,813,75,12:42 AM,6421,10,806,335,2,0,29,22,70,14,468,7:42 PM,920
4/28/2016,TRUE,814,8,2:54 PM,7726,79,239,1090,66,0,57,113,97,42,912,10:52 AM,301
4/29/2016,FALSE,815,48,1:15 AM,9944,117,1154,287,120,0,18,68,32,64,449,2:32 PM,312
4/30/2016,FALSE,816,50,7:35 AM,642,7,673,515,117,0,50,120,32,112,354,9:12 AM,1021
5/1/2016,FALSE,817,33,9:15 PM,7466,79,238,831,84,0,63,37,85,79,511,11:52 PM,48
5/2/2016,TRUE,818,59,4:50 AM,627,111,39,1160,14,0,105,44,10,74,1146,6:09 AM,310
5/3/2016,TRUE,819,95,4:05 AM,784,81,160,223,90,0,119,72,68,0,1117,4:56 PM,917
5/4/2016,TRUE,820,41,7:25 AM,4367,22,501,945,48,0,15,67,45,76,1161,1:02 PM,1194
5/5/2016,TRUE,821,3,9:01 PM,636,64,431,794,107,0,4,52,117,57,144,11:38 AM,539
5/6/2016,TRUE,822,22,12:39 AM,6259,79,92,648,55,0,32,39,91,61,751,3:15 AM,227
5/7/2016,TRUE,823,4,9:48 PM,9329,50,173,49,10,0,97,118,111,96,25,9:45 PM,969
5/8/2016,TRUE,824,3,4:29 PM,9391,61,524,951,33,0,15,68,37,80,149,12:56 AM,1055
5/9/2016,TRUE,825,53,1:21 AM,6610,26,352,27,42,0,103,15,39,86,672,2:33 PM,615
5/10/2016,FALSE,826,44,3:12 AM,2298,2,1006,809,90,0,116,10,12,112,998,1:19 AM,291
5/11/2016,FALSE,827,89,5:56 AM,657,26,918,1065,28,0,14,106,86,74,702,9:31 PM,688
5/12/2016,TRUE,828,27,1:24 AM,4648,114,1160,1069,57,0,93,74,50,106,1072,8:22 AM,707
5/13/2016,TRUE,829,25,6:28 PM,1909,28,517,793,46,0,14,116,26,8,475,3:02 PM,552
5/14/2016,FALSE,830,93,4:27 AM,5435,54,475,1006,52,0,88,27,78,76,1162,9:13 PM,822
5/15/2016,TRUE,831,82,3:35 AM,1860,3,265,370,32,0,20,54,73,22,556,10:53 PM,330
5/16/2016,FALSE,832,63,8:50 PM,4714,103,116,1071,34,0,101,24,54,105,830,12:50 AM,163
5/17/2016,TRUE,833,7,3:02 AM,6218,88,202,79,7,0,73,47,51,74,298,10:31 AM,883
5/18/2016,FALSE,834,15,1:13 AM,7218,44,241,707,49,0,114,102,115,106,4,6:05 AM,1165
5/19/2016,FALSE,835,59,6:26 AM,856,14,666,1046,7,0,20,8,39,2,508,8:04 PM,265
5/20/2016,FALSE,836,28,12:27 PM,9733,18,1065,57,26,0,64,65,91,77,299,10:18 PM,702
5/21/2016,TRUE,837,45,3:04 AM,6445,55,361,515,101,0,23,88,16,100,816,8:44 PM,1088
5/22/2016,TRUE,838,31,12:29 AM,8446,29,691,1103,85,0,9,30,38,29,1117,3:01 PM,72
5/23/2016,FALSE,839,95,1:21 AM,6830,79,931,314,97,0,33,84,88,78,1166,12:17 AM,797
5/24/2016,FALSE,840,79,2:25 PM,1256,56,833,653,117,0,81,65,103,49,251,5:11 PM,1013
5/25/2016,TRUE,841,24,9:26 PM,9724,31,358,534,91,0,111,75,105,100,1019,7:58 PM,234
5/26/2016,TRUE,842,77,7:21 PM,4432,84,709,1019,54,0,44,46,8,95,255,9:37 AM,126
5/27/2016,FALSE,843,12,9:45 PM,7791,14,988,266,90,0,37,18,27,34,552,8:42 AM,1075
5/28/2016,FALSE,844,85,8:28 AM,4090,18,758,1073,118,0,111,38,55,9,849,9:41 AM,1086
5/29/2016,FALSE,845,83,4:45 PM,2239,90,187,549,13,0,102,72,6,61,190,2:30 PM,41
5/30/2016,TRUE,846,46,11:56 AM,7961,47,277,689,114,0,90,32,105,3,652,11:18 PM,1077
5/31/2016,TRUE,847,45,3:10 PM,3737,17,113,649,73,0,85,78,119,115,517,11:15 AM,274
6/1/2016,TRUE,848,70,2:50 PM,4450,74,344,92,115,0,112,34,35,49,941,1:44 PM,1016
6/2/2016,TRUE,849,44,9:35 PM,2393,15,1158,375,118,0,78,55,45,3,1162,1:33 AM,582
6/3/2016,TRUE,850,3,8:38 PM,4475,20,242,602,55,0,19,66,29,41,411,2:45 AM,942
6/4/2016,FALSE,851,52,10:39 PM,5174,34,1156,1042,105,0,85,54,30,24,1040,4:54 PM,638
6/5/2016,TRUE,852,54,1:10 PM,4079,59,137,98,7,0,71,1,33,43,844,9:51 AM,812
6/6/2016,FALSE,853,14,12:27 AM,2722,5,421,936,49,0,12,86,88,81,94,3:42 AM,515
6/7/2016,TRUE,854,33,9:32 PM,2500,51,191,632,27,0,85,20,85,46,1111,5:29 AM,557
6/8/2016,FALSE,855,79,3:45 PM,1651,40,649,478,76,0,61,84,64,5,508,6:37 PM,629
6/9/2016,FALSE,856,48,4:40 PM,960,92,1127,1108,120,0,113,92,89,10,305,3:29 PM,520
6/10/2016,TRUE,857,36,11:52 PM,1543,60,188,628,101,0,42,111,47,11,17,2:23 PM,1173
6/11/2016,TRUE,858,67,3:29 PM,4389,115,223,343,72,0,8,84,120,85,325,7:30 AM,796
6/12/2016,TRUE,859,70,11:00 PM,2702,75,563,108,61,0,63,107,90,25,636,6:56 AM,211
6/13/2016,FALSE,860,99,4:21 PM,4731,58,146,1127,5,0,18,106,87,0,69,8:21 AM,58
6/14/2016,FALSE,861,93,4:49 PM,2132,42,1088,420,47,0,40,79,86,64,979,2:23 PM,123
6/15/2016,TRUE,862,69,10:46 PM,6034,107,1152,296,67,0,117,29,56,32,172,10:56 AM,948
6/16/2016,FALSE,863,97,11:20 AM,7544,38,82,692,21,0,83,99,104,18,974,12:37 AM,585
6/17/2016,FALSE,864,80,10:05 PM,1278,107,251,179,72,0,21,25,23,25,268,6:45 AM,978
6/18/2016,FALSE,865,4,7:49 PM,2819,19,552,117,38,0,115,117,68,18,344,4:25 PM,368
6/19/2016,FALSE,866,86,11:16 PM,8459,27,173,1193,47,0,76,65,95,35,794,1:23 PM,107
6/20/2016,TRUE,867,85,1:19 AM,7034,93,911,845,74,0,109,119,102,72,117,6:52 PM,61
6/21/2016,TRUE,868,81,10:49 PM,2977,26,457,472,13,0,18,75,69,84,648,3:51 AM,143
6/22/2016,TRUE,869,14,5:52 PM,3428,19,599,101,95,0,67,11,46,57,779,8:23 PM,358
6/23/2016,TRUE,870,31,11:53 PM,2970,3,89,841,99,0,19,88,63,6,582,1:30 AM,737
6/24/2016,FALSE,871,90,12:33 PM,5401,84,1000,887,26,0,17,37,7,10,1055,9:16 AM,922
6/25/2016,TRUE,872,83,10:59 AM,8445,110,237,750,2,0,108,69,25,75,73,7:04 AM,975
6/26/2016,TRUE,873,44,3:04 AM,540,64,280,1184,57,0,97,83,63,40,72,12:43 AM,97
6/27/2016,TRUE,874,92,1:10 PM,2669,40,684,1025,72,0,27,43,26,88,492,1:21 PM,192
6/28/2016,TRUE,875,8,1:22 PM,7470,83,370,769,41,0,73,6,31,28,255,11:02 PM,556
6/29/2016,FALSE,876,70,6:16 AM,2845,94,112,555,99,0,102,2,80,41,596,5:33 AM,725
6/30/2016,TRUE,877,93,6:28 PM,2161,95,152,216,50,0,5,92,47,28,687,8:48 AM,311
7/1/2016,TRUE,878,48,11:28 AM,1100,9,1014,411,35,0,67,68,66,46,774,7:05 PM,129
7/2/2016,TRUE,879,32,1:32 PM,201,44,926,489,112,0,0,120,98,11,860,9:00 PM,382
7/3/2016,FALSE,880,65,4:46 PM,4031,18,845,1199,26,0,117,3,4,12,429,4:49 PM,1137
7/4/2016,TRUE,881,20,2:30 AM,4690,108,45,116,96,0,94,81,69,81,466,2:42 PM,1001
7/5/2016,TRUE,882,92,4:59 AM,2396,83,245,186,48,0,48,54,87,22,650,11:45 AM,330
7/6/2016,TRUE,883,57,8:08 PM,8549,29,895,516,17,0,104,60,75,108,855,10:10 AM,1139
7/7/2016,TRUE,884,61,11:17 PM,8953,20,1082,449,36,0,61,24,100,118,952,11:31 PM,773
7/8/2016,FALSE,885,83,12:08 AM,509,8,291,23,100,0,26,54,30,56,118,7:53 AM,559
7/9/2016,TRUE,886,47,3:05 AM,5000,117,574,1020,102,0,29,63,10,46,676,1:11 AM,745
7/10/2016,FALSE,887,36,2:56 PM,2676,32,93,1082,26,0,45,92,74,104,608,12:53 PM,533
7/11/2016,FALSE,888,56,5:46 AM,915,37,502,1104,14,0,51,70,71,100,377,9:10 AM,1150
7/12/2016,FALSE,889,51,6:48 AM,6599,81,1138,1000,33,0,3,17,66,52,509,11:01 AM,167
7/13/2016,TRUE,890,32,4:23 AM,2352,91,513,271,116,0,119,114,59,62,760,2:56 PM,432
7/14/2016,FALSE,891,82,11:44 AM,1470,61,433,308,45,0,26,33,10,14,1081,9:42 AM,125
7/15/2016,TRUE,892,82,6:05 PM,8928,99,414,294,87,0,63,38,100,44,1128,11:38 PM,292
7/16/2016,TRUE,893,34,1:08 PM,8102,67,172,635,46,0,95,86,42,79,1027,10:00 PM,41
7/17/2016,TRUE,894,98,6:17 PM,4877,10,790,380,65,0,85,14,76,97,437,1:56 AM,935
7/18/2016,TRUE,895,22,2:22 PM,9098,36,1081,317,7,0,117,118,50,25,1067,1:15 PM,426
7/19/2016,TRUE,896,72,10:43 PM,7322,9,499,183,34,0,113,22,2,41,824,10:03 PM,953
7/20/2016,TRUE,897,60,1:34 PM,278,97,1125,432,55,0,87,48,8,75,1112,6:31 AM,300
7/21/2016,TRUE,898,63,10:55 PM,7838,86,723,1102,116,0,13,27,68,9,106,8:40 AM,744
7/22/2016,TRUE,899,56,6:47 PM,3725,111,677,1090,17,0,9,38,32,13,431,10:49 PM,8
7/23/2016,FALSE,900,20,6:52 PM,2741,63,621,192,104,0,93,54,100,0,775,8:38 AM,1087
7/24/2016,FALSE,901,4,11:13 AM,9181,101,1064,1013,50,0,36,29,91,87,924,4:16 AM,428
7/25/2016,TRUE,902,28,12:59 PM,5966,114,889,1155,31,0,80,8,29,26,602,3:05 AM,451
7/26/2016,TRUE,903,25,5:53 PM,5882,99,1001,602,86,0,104,9,110,115,837,2:24 AM,177
7/27/2016,FALSE,904,70,5:33 AM,8774,23,834,95,74,0,98,15,9,4,410,3:49 AM,606
7/28/2016,FALSE,905,89,1:38 PM,7675,23,987,728,32,0,83,39,108,50,138,12:05 PM,949
7/29/2016,FALSE,906,97,8:34 AM,8934,2,183,347,69,0,89,115,17,72,115,12:07 AM,935
7/30/2016,FALSE,907,89,8:24 PM,2998,108,185,711,113,0,54,10,38,55,385,3:55 AM,319
7/31/2016,TRUE,908,89,4:46 PM,4885,74,423,1171,17,0,99,66,34,72,499,10:07 AM,565
8/1/2016,TRUE,909,80,8:53 PM,290,46,534,666,32,0,33,9,30,118,625,3:21 AM,1019
8/2/2016,TRUE,910,7,4:16 AM,6023,88,359,718,83,0,11,56,66,94,20,11:43 AM,232
8/3/2016,FALSE,911,45,2:42 AM,9385,63,972,700,77,0,59,87,14,40,620,5:57 PM,339
8/4/2016,TRUE,912,77,3:31 PM,9902,56,898,1009,4,0,87,52,93,39,987,7:54 PM,999
8/5/2016,FALSE,913,96,10:55 AM,6694,3,1141,779,15,0,109,103,100,10,1149,2:27 AM,1052
8/6/2016,FALSE,914,16,10:01 AM,5067,59,187,817,104,0,39,113,67,106,1177,12:50 PM,1174
8/7/2016,TRUE,915,80,6:46 PM,8808,100,381,1027,56,0,62,86,8,108,75,10:52 PM,111
8/8/2016,FALSE,916,31,1:47 PM,5291,4,829,341,49,0,71,103,54,106,1099,5:17 AM,623
8/9/2016,TRUE,917,4,10:11 AM,7759,32,22,158,66,0,77,74,104,5,41,2:02 PM,208
8/10/2016,FALSE,918,60,10:28 AM,2205,82,38,512,59,0,26,33,63,2,1011,4:11 PM,814
8/11/2016,FALSE,919,96,8:32 PM,7297,80,1014,882,9,0,11,1,89,82,77,10:45 PM,773
8/12/2016,FALSE,920,84,2:14 AM,5572,99,321,245,78,0,76,18,61,33,376,6:38 PM,598
8/13/2016,TRUE,921,35,9:54 PM,9618,37,932,369,106,0,42,71,30,105,980,4:15 AM,1143
8/14/2016,FALSE,922,65,10:53 PM,6803,98,413,1052,1,0,22,113,17,79,928,10:30 PM,783
8/15/2016,FALSE,923,43,3:27 PM,3738,95,229,772,70,0,29,28,76,66,332,7:44 AM,799
8/16/2016,FALSE,924,51,6:03 PM,5642,43,609,546,92,0,93,85,84,39,1143,11:40 PM,436
8/17/2016,FALSE,925,48,4:40 PM,7084,13,675,642,67,0,76,85,44,8,953,6:30 AM,80
8/18/2016,TRUE,926,72,8:20 PM,3740,73,1131,367,91,0,65,19,97,97,741,7:55 AM,1200
8/19/2016,FALSE,927,96,6:10 AM,1927,16,537,803,110,0,38,110,109,100,293,2:27 AM,655
8/20/2016,FALSE,928,18,5:27 PM,1838,83,754,234,98,0,106,87,24,13,1167,8:38 PM,302
8/21/2016,TRUE,929,54,12:05 AM,7523,112,293,1158,69,0,68,93,45,59,290,12:12 AM,988
8/22/2016,TRUE,930,23,11:10 PM,4295,103,907,780,24,0,84,28,101,85,893,4:05 AM,59
8/23/2016,TRUE,931,58,11:58 PM,8476,109,1014,586,18,0,116,11,111,99,318,7:46 AM,379
8/24/2016,FALSE,932,97,3:33 AM,1735,20,349,165,63,0,114,41,83,74,1019,9:52 AM,329
8/25/2016,FALSE,933,41,9:18 PM,5365,107,17,616,94,0,85,70,11,70,917,11:24 PM,875
8/26/2016,FALSE,934,90,7:31 PM,9780,73,578,913,87,0,19,2,18,86,304,1:02 AM,676
8/27/2016,TRUE,935,53,1:26 PM,4689,65,345,1061,36,0,104,0,116,11,1007,5:04 AM,729
8/28/2016,TRUE,936,61,1:07 AM,9988,45,1180,562,99,0,109,34,72,5,472,10:07 AM,215
8/29/2016,TRUE,937,4,6:26 AM,5277,78,284,132,86,0,9,8,112,110,1116,6:33 AM,794
8/30/2016,TRUE,938,40,1:31 AM,9036,108,1093,27,85,0,15,111,56,103,875,12:24 PM,873
8/31/2016,TRUE,939,20,2:10 AM,6928,57,761,1178,34,0,77,50,37,113,675,12:01 PM,441
9/1/2016,TRUE,940,78,10:26 AM,6580,8,43,177,26,0,14,77,8,77,909,4:23 AM,1193
9/2/2016,FALSE,941,85,6:58 AM,2313,117,1181,14,65,0,54,15,54,9,1076,10:30 AM,345
9/3/2016,TRUE,942,74,9:25 PM,3230,30,454,19,107,0,19,48,4,40,1008,5:22 AM,850
9/4/2016,TRUE,943,76,12:30 AM,4936,10,99,1189,16,0,105,18,62,23,882,6:37 AM,295
9/5/2016,FALSE,944,27,10:27 AM,2231,77,582,937,93,0,57,34,96,49,233,9:01 AM,774
9/6/2016,TRUE,945,54,11:36 AM,9547,35,684,495,77,0,10,113,104,63,718,9:07 PM,871
9/7/2016,TRUE,946,33,10:50 AM,9223,116,473,950,117,0,25,112,13,20,415,1:37 PM,1036
9/8/2016,TRUE,947,57,12:54 AM,1236,57,491,632,13,0,21,30,90,107,930,2:56 PM,436
9/9/2016,FALSE,948,99,11:45 AM,139,24,122,132,41,0,7,49,74,80,203,9:44 AM,605
9/10/2016,TRUE,949,91,2:10 AM,9051,118,845,1166,80,0,67,20,89,20,223,7:28 PM,378
9/11/2016,TRUE,950,45,2:06 AM,3560,60,688,4,82,0,20,29,60,88,453,9:50 AM,90
9/12/2016,TRUE,951,54,11:01 AM,5565,109,318,444,9,0,24,40,8,57,43,5:48 AM,316
9/13/2016,FALSE,952,1,1:20 AM,1206,101,403,196,63,0,28,119,66,75,674,2:39 AM,826
9/14/2016,TRUE,953,40,12:14 AM,6574,12,927,616,111,0,9,65,12,53,464,3:05 AM,290
9/15/2016,TRUE,954,67,3:50 PM,5091,77,896,759,106,0,65,80,73,117,979,8:46 AM,475
9/16/2016,TRUE,955,75,2:44 PM,168,115,816,1007,55,0,41,5,50,24,1159,1:55 AM,1116
9/17/2016,TRUE,956,71,3:21 AM,6597,88,657,799,65,0,91,80,104,42,26,11:50 AM,684
9/18/2016,FALSE,957,34,1:50 AM,3946,109,245,116,16,0,22,112,55,19,3,2:17 PM,592
9/19/2016,TRUE,958,20,9:54 PM,4854,120,1072,675,41,0,81,70,78,78,347,9:59 PM,576
9/20/2016,TRUE,959,40,12:41 PM,400,112,881,595,57,0,89,47,18,4,653,2:11 AM,337
9/21/2016,FALSE,960,75,8:42 AM,5176,4,92,661,20,0,49,95,111,64,634,7:12 AM,629
9/22/2016,FALSE,961,77,11:22 AM,5432,12,910,702,65,0,118,87,46,1,663,6:14 PM,178
9/23/2016,FALSE,962,81,11:24 PM,6385,41,227,468,114,0,104,30,44,73,446,8:35 AM,267
9/24/2016,TRUE,963,81,11:17 AM,6826,81,675,50,9,0,70,14,108,39,180,3:21 AM,275
9/25/2016,FALSE,964,90,3:47 AM,2428,57,1036,517,115,0,70,34,82,96,159,7:26 PM,484
9/26/2016,FALSE,965,6,5:24 PM,5604,26,424,1182,81,0,5,0,46,106,260,9:33 AM,615
9/27/2016,FALSE,966,86,11:32 AM,9775,28,560,252,102,0,76,90,6,83,171,10:44 AM,355
9/28/2016,TRUE,967,27,10:29 PM,7482,106,128,604,76,0,4,32,50,46,104,9:24 AM,1127
9/29/2016,FALSE,968,69,8:54 PM,1481,89,746,1131,70,0,107,106,84,52,965,12:19 AM,607
9/30/2016,FALSE,969,19,11:15 PM,2496,72,160,800,109,0,84,94,48,90,838,2:15 PM,1028
10/1/2016,FALSE,970,41,3:47 PM,1151,85,592,618,24,0,57,22,89,58,785,7:42 AM,723
10/2/2016,TRUE,971,73,11:57 AM,6918,88,158,656,116,0,38,7,32,5,597,7:49 PM,104
10/3/2016,FALSE,972,91,2:56 PM,16,68,1112,986,44,0,59,6,110,3,1061,8:10 AM,939
10/4/2016,TRUE,973,49,3:21 AM,8220,75,72,1018,90,0,81,106,109,120,1124,2:58 AM,310
10/5/2016,FALSE,974,46,12:59 PM,3419,26,298,649,11,0,102,42,101,6,484,3:40 AM,1100
10/6/2016,FALSE,975,15,10:30 AM,7515,12,1122,729,31,0,71,8,51,113,1096,3:13 PM,1039
10/7/2016,TRUE,976,87,11:30 PM,1996,14,976,633,48,0,41,45,37,61,117,3:49 AM,737
10/8/2016,TRUE,977,92,9:58 PM,1449,85,495,112,85,0,17,41,117,74,464,1:18 PM,491
10/9/2016,FALSE,978,48,1:54 PM,1310,44,695,372,46,0,30,120,0,89,910,10:31 PM,111
10/10/2016,TRUE,979,89,2:35 AM,5490,49,1051,710,81,0,8,3,116,116,1184,9:26 AM,45
10/11/2016,TRUE,980,95,7:00 AM,5903,23,1011,820,99,0,14,41,60,51,271,3:52 AM,714
10/12/2016,TRUE,981,74,12:21 PM,6959,85,39,1118,64,0,40,97,80,16,1188,6:15 PM,890
10/13/2016,TRUE,982,23,5:18 PM,2454,13,887,1002,15,0,108,24,24,82,546,3:14 PM,856
10/14/2016,FALSE,983,93,10:12 PM,5935,15,823,931,117,0,23,112,68,115,611,11:21 PM,1006
10/15/2016,FALSE,984,63,12:07 AM,934,34,965,1161,99,0,71,33,72,91,15,8:02 AM,88
10/16/2016,TRUE,985,77,5:43 PM,3605,77,635,999,2,0,70,39,90,109,588,8:21 AM,640
10/17/2016,FALSE,986,7,3:52 PM,4851,29,260,885,79,0,39,33,25,3,495,6:01 AM,468
10/18/2016,FALSE,987,90,9:00 PM,8165,83,33,376,101,0,13,28,61,61,665,11:12 PM,812
10/19/2016,TRUE,988,8,9:59 AM,2664,5,1051,641,46,0,61,13,60,32,521,6:01 AM,803
10/20/2016,FALSE,989,13,1:26 AM,6542,58,249,879,4,0,40,24,51,87,1025,4:57 AM,1096
10/21/2016,FALSE,990,49,5:06 PM,2289,119,732,948,93,0,6,17,79,68,920,11:01 PM,398
10/22/2016,TRUE,991,27,10:39 PM,3579,22,352,495,12,0,76,79,46,76,94,5:03 AM,311
10/23/2016,TRUE,992,33,11:33 PM,8074,98,884,1158,33,0,54,30,0,50,1104,6:58 PM,22
10/24/2016,FALSE,993,62,6:55 AM,7160,91,465,251,48,0,27,75,12,29,50,8:44 AM,999
10/25/2016,FALSE,994,56,10:43 AM,6863,79,349,1040,33,0,14,102,105,25,120,10:32 AM,845
10/26/2016,TRUE,995,24,10:41 AM,43,9,668,925,29,0,118,84,2,15,504,7:44 PM,734
